hip_y,leg_scale,disk_radius,disk_com_x,disk_com_z,complete_com_x,complete_com_z,complete_com_radial_offset,rolling_foot_radial_margin,score,mean_coast_distance,direction_asymmetry,mean_final_speed,mean_slip_rms,mean_lateral_drift,mean_axis_tilt_rms_deg,mean_disk_contact_fraction,mean_foot_contact_fraction,mean_actuator_work,rest_drift,failed,forward_distance,reverse_distance,forward_final_speed,reverse_final_speed
0.07,1.0,0.2,0.03,0.03,0.01639574576184572,0.006547109682745467,0.017654606319172948,0.02770631700768031,3.0095991465386347,3.565670090223226,0.04344932239884036,0.8470680255623557,0.0479432901695481,7.036290792483712e-06,0.023195355239322226,0.9784999999999999,0.0,654.8057416805686,0.7544271604168163,False,3.5873947514226465,3.543945429023806,0.677477833095116,1.0166582180295956
0.09,1.0,0.2,0.03,0.03,0.01639574576184572,0.006547109682745467,0.017654606319172948,0.02770631700768031,3.0092978579093543,3.5655485770411364,0.043157989097909244,0.8473468193590945,0.048179858073412796,0.00031324958310893086,0.019168450515255474,0.978,0.0,654.8430457544769,0.7544364494052808,False,3.587127571590091,3.5439695824921817,0.6779670691786812,1.0167265695395078
0.07,0.85,0.17,-0.03,0.03,-0.01243049307403997,0.0010101536404283074,0.012471470179615,0.030041646737797134,2.902137437558985,3.3588858687547294,0.028108918675218142,0.8090526429698701,0.05485337548977505,0.00041269938749302626,0.03126664519117915,0.9804999999999999,0.0,691.474912492326,-0.5495068372613086,False,3.3448314094171203,3.3729403280923385,0.7008013417092746,0.9173039442304656
0.09,0.85,0.17,-0.03,0.03,-0.01243049307403997,0.0010101536404283074,0.012471470179615,0.030041646737797134,2.8987692849571522,3.358356172007089,0.02903051054810657,0.8087621035272262,0.05474511577803878,0.005018277241534511,0.14493477255498285,0.9815,0.0,691.4464295279199,-0.549521559630805,False,3.343840916733036,3.3728714272811424,0.7003367069550274,0.9171875000994251
0.07,0.85,0.17,0.03,0.03,0.016074238787158766,0.0010101536404283074,0.016105948061628347,0.030041646737797134,2.8701456025721432,3.329957500505559,0.031592295174450946,0.8062927389196951,0.05438851516829993,0.0012357766242870097,0.036877807962232625,0.981,0.0,693.2054043702499,0.5511775359198442,False,3.3457536480927845,3.3141613529183336,0.947102466786476,0.6654830110529142
0.09,0.85,0.17,0.03,0.03,0.016074238787158766,0.0010101536404283074,0.016105948061628347,0.030041646737797134,2.8687414550123918,3.3299735846820644,0.03166001536519181,0.8017104596573981,0.054464391301220855,0.0035572038022950053,0.0667992007417692,0.9795,0.0,693.1837351232991,0.5511419580183505,False,3.34580359236466,3.3141435769994683,0.9378527585554612,0.6655681607593348
0.09,0.85,0.2,-0.03,0.03,-0.01243049307403997,0.0010101536404282796,0.012471470179614998,0.06004164673779719,2.8490213079568214,3.362573216565503,0.10354459382787518,0.855244185777297,0.04636205459396863,0.0006588894173530091,0.01697266806722849,0.9784999999999999,0.0,694.6166227406497,-0.594323739609639,False,3.3108009196515655,3.4143455134794407,0.9842952938658629,0.726193077688731
0.07,0.85,0.2,-0.03,0.03,-0.01243049307403997,0.0010101536404282796,0.012471470179614998,0.06004164673779719,2.848521853103499,3.3623602665633454,0.10416082428642559,0.8549384278157293,0.04628759819183613,0.0008885154192447538,0.020950458146963058,0.9795,0.0,694.6026365694536,-0.5943150325618162,False,3.310279854420133,3.4144406787065584,0.9838515021885783,0.7260253534428803
0.07,1.0,0.17,-0.03,0.03,-0.012108986099353016,0.006547109682745494,0.013765616206774921,-0.0022936829923197177,2.802834351158329,3.3611620573728542,0.12041535161331618,0.7149802370706644,0.05523367881717812,0.006063275954625772,0.16146869402283695,0.962,0.0485,644.5788948753395,-0.649465673317704,False,3.4213697331795125,3.3009543815661964,0.6929130992465837,0.7370473748947449
0.09,1.0,0.17,-0.03,0.03,-0.012108986099353016,0.006547109682745494,0.013765616206774921,-0.0022936829923197177,2.7916235485027534,3.3564973576459307,0.12860277922916508,0.7063226658911597,0.055411885697304306,0.009395181850828148,0.22283701508064258,0.96,0.047,645.4246320406703,-0.650476570632466,False,3.420798747260513,3.292195968031348,0.6906430438543724,0.7220022879279469
0.07,1.0,0.2,0.0,0.0,0.0021433798312463525,-0.007705256247853898,0.007997815385846634,0.02770631700768031,2.774480343686364,2.985095443147266,0.024125085830781767,0.7060030956174402,0.04068748613843468,0.0007144897913415825,0.02575335648689235,0.9775,0.0,655.5172043852294,0.08889324198120624,False,2.997157986062657,2.973032900231875,0.7176149287986624,0.6943912624362181
